student_id,fold
STU_001749,1
STU_001750,2
STU_001751,2
STU_001752,0
STU_001753,3
STU_001754,3
STU_001755,4
STU_001756,3
STU_001757,2
STU_001758,2
STU_001759,4
STU_001760,0
STU_001761,2
STU_001762,4
STU_001763,0
STU_001764,1
STU_001765,4
STU_001766,4
STU_001767,2
STU_001768,0
STU_001769,3
STU_001770,3
STU_001771,2
STU_001772,1
STU_001773,0
STU_001774,4
STU_001775,3
STU_001776,1
STU_001777,2
STU_001778,1
STU_001779,1
STU_001780,1
STU_001781,2
STU_001782,2
STU_001783,3
STU_001784,4
STU_001785,0
STU_001786,0
STU_001787,1
STU_001788,3
STU_001789,3
STU_001790,0
STU_001791,2
STU_001792,3
STU_001793,4
STU_001794,2
STU_001795,2
STU_001796,0
STU_001797,4
STU_001798,1
STU_001799,1
STU_001800,3
STU_001801,1
STU_001802,2
STU_001803,1
STU_001804,4
STU_001805,4
STU_001806,1
STU_001807,0
STU_001808,1
STU_001809,0
STU_001810,4
STU_001811,3
STU_001812,4
STU_001813,0
STU_001814,0
STU_001815,3
STU_001816,1
STU_001817,2
STU_001818,1
STU_001819,3
STU_001820,2
STU_001821,2
STU_001822,3
STU_001823,3
STU_001824,1
STU_001825,0
STU_001826,3
STU_001827,0
STU_001828,3
STU_001829,4
STU_001830,2
STU_001831,0
STU_001832,2
STU_001833,0
STU_001834,2
STU_001835,1
STU_001836,4
STU_001837,0
STU_001838,4
STU_001839,2
STU_001840,3
STU_001841,0
STU_001842,0
STU_001843,4
STU_001844,0
STU_001845,2
STU_001846,1
STU_001847,0
STU_001848,0
STU_001849,3
STU_001850,3
STU_001851,2
STU_001852,4
STU_001853,1
STU_001854,2
STU_001855,3
STU_001856,0
STU_001857,1
STU_001858,1
STU_001859,2
STU_001860,4
STU_001861,0
STU_001862,0
STU_001863,3
STU_001864,0
STU_001865,2
STU_001866,0
STU_001867,0
STU_001868,3
STU_001869,1
STU_001870,0
STU_001871,4
STU_001872,3
STU_001873,0
STU_001874,3
STU_001875,3
STU_001876,0
STU_001877,3
STU_001878,4
STU_001879,4
STU_001880,2
STU_001881,1
STU_001882,1
STU_001883,0
STU_001884,1
STU_001885,0
STU_001886,4
STU_001887,1
STU_001888,1
STU_001889,1
STU_001890,2
STU_001891,4
STU_001892,2
STU_001893,0
STU_001894,3
STU_001895,1
STU_001896,3
STU_001897,4
STU_001898,1
STU_001899,4
STU_001900,3
STU_001901,2
STU_001902,2
STU_001903,4
STU_001904,2
STU_001905,1
STU_001906,0
STU_001907,4
STU_001908,3
STU_001909,4
STU_001910,2
STU_001911,4
STU_001912,3
STU_001913,2
STU_001914,0
STU_001915,3
STU_001916,1
STU_001917,4
STU_001918,3
STU_001919,4
STU_001920,1
STU_001921,0
STU_001922,3
STU_001923,0
STU_001924,4
STU_001925,0
STU_001926,3
STU_001927,0
STU_001928,2
STU_001929,2
STU_001930,1
STU_001931,0
STU_001932,3
STU_001933,1
STU_001934,1
STU_001935,4
STU_001936,4
STU_001937,2
STU_001938,2
STU_001939,0
STU_001940,4
STU_001941,1
STU_001942,1
STU_001943,4
STU_001944,3
STU_001945,2
STU_001946,3
STU_001947,4
STU_001948,2
STU_001949,3
STU_001950,1
STU_001951,2
STU_001952,4
STU_001953,2
STU_001954,3
STU_001955,2
STU_001956,3
STU_001957,1
STU_001958,0
STU_001959,2
STU_001960,2
STU_001961,1
STU_001962,4
STU_001963,3
STU_001964,1
STU_001965,0
STU_001966,2
STU_001967,0
STU_001968,1
STU_001969,4
STU_001970,0
STU_001971,3
STU_001972,2
STU_001973,0
STU_001974,1
STU_001975,3
STU_001976,2
STU_001977,2
STU_001978,3
STU_001979,0
STU_001980,4
STU_001981,4
STU_001982,4
STU_001983,0
STU_001984,2
STU_001985,3
STU_001986,2
STU_001987,2
STU_001988,0
STU_001989,2
STU_001990,4
STU_001991,2
STU_001992,3
STU_001993,2
STU_001994,4
STU_001995,4
STU_001996,4
STU_001997,1
STU_001998,0
STU_001999,0
STU_002000,1
STU_002001,0
STU_002002,2
STU_002003,2
STU_002004,4
STU_002005,2
STU_002006,1
STU_002007,4
STU_002008,1
STU_002009,4
STU_002010,1
STU_002011,2
STU_002012,1
STU_002013,4
STU_002014,2
STU_002015,0
STU_002016,0
STU_002017,1
STU_002018,1
STU_002019,3
STU_002020,4
STU_002021,0
STU_002022,3
STU_002023,3
STU_002024,2
STU_002025,4
STU_002026,2
STU_002027,4
STU_002028,3
STU_002029,0
STU_002030,4
STU_002031,4
STU_002032,3
STU_002033,1
STU_002034,4
STU_002035,2
STU_002036,3
STU_002037,3
STU_002038,2
STU_002039,2
STU_002040,2
STU_002041,4
STU_002042,4
STU_002043,1
STU_002044,2
STU_002045,4
STU_002046,0
STU_002047,0
STU_002048,3
STU_002049,1
STU_002050,1
STU_002051,3
STU_002052,4
STU_002053,0
STU_002054,3
STU_002055,0
STU_002056,2
STU_002057,0
STU_002058,4
STU_002059,4
STU_002060,3
STU_002061,3
STU_002062,3
STU_002063,2
STU_002064,4
STU_002065,0
STU_002066,4
STU_002067,0
STU_002068,1
STU_002069,0
STU_002070,4
STU_002071,2
STU_002072,2
STU_002073,0
STU_002074,1
STU_002075,3
STU_002076,4
STU_002077,0
STU_002078,2
STU_002079,1
STU_002080,3
STU_002081,1
STU_002082,4
STU_002083,1
STU_002084,1
STU_002085,3
STU_002086,1
STU_002087,2
STU_002088,2
STU_002089,3
STU_002090,4
STU_002091,0
STU_002092,0
STU_002093,1
STU_002094,2
STU_002095,0
STU_002096,3
STU_002097,4
STU_002098,0
STU_002099,1
STU_002100,4
STU_002101,2
STU_002102,0
STU_002103,3
STU_002104,3
STU_002105,2
STU_002106,0
STU_002107,2
STU_002108,1
STU_002109,1
STU_002110,2
STU_002111,2
STU_002112,3
STU_002113,2
STU_002114,4
STU_002115,4
STU_002116,2
STU_002117,2
STU_002118,4
STU_002119,1
STU_002120,2
STU_002121,3
STU_002122,3
STU_002123,2
STU_002124,0
STU_002125,3
STU_002126,2
STU_002127,2
STU_002128,3
STU_002129,1
STU_002130,4
STU_002131,2
STU_002132,2
STU_002133,0
STU_002134,4
STU_002135,2
STU_002136,3
STU_002137,3
STU_002138,1
STU_002139,0
STU_002140,1
STU_002141,0
STU_002142,0
STU_002143,1
STU_002144,0
STU_002145,4
STU_002146,3
STU_002147,0
STU_002148,1
STU_002149,1
STU_002150,2
STU_002151,3
STU_002152,4
STU_002153,4
STU_002154,1
STU_002155,1
STU_002156,0
STU_002157,4
STU_002158,4
STU_002159,1
STU_002160,0
STU_002161,3
STU_002162,2
STU_002163,2
STU_002164,2
STU_002165,1
STU_002166,2
STU_002167,1
STU_002168,0
STU_002169,0
STU_002170,4
STU_002171,1
STU_002172,1
STU_002173,0
STU_002174,4
STU_002175,3
STU_002176,1
STU_002177,1
STU_002178,3
STU_002179,2
STU_002180,1
STU_002181,4
STU_002182,3
STU_002183,3
STU_002184,0
STU_002185,3
STU_002186,3
STU_002187,0
STU_002188,3
STU_002189,1
STU_002190,2
STU_002191,4
STU_002192,1
STU_002193,2
STU_002194,1
STU_002195,3
STU_002196,4
STU_002197,2
STU_002198,4
STU_002199,2
STU_002200,3
STU_002201,3
STU_002202,2
STU_002203,1
STU_002204,1
STU_002205,2
STU_002206,0
STU_002207,4
STU_002208,0
STU_002209,4
STU_002210,2
STU_002211,2
STU_002212,1
STU_002213,1
STU_002214,2
STU_002215,4
STU_002216,1
STU_002217,1
STU_002218,2
STU_002219,1
STU_002220,0
STU_002221,2
STU_002222,1
STU_002223,1
STU_002224,4
STU_002225,2
STU_002226,2
STU_002227,0
STU_002228,2
STU_002229,0
STU_002230,4
STU_002231,2
STU_002232,4
STU_002233,1
STU_002234,2
STU_002235,1
STU_002236,4
STU_002237,3
STU_002238,0
STU_002239,0
STU_002240,0
STU_002241,2
STU_002242,0
STU_002243,2
STU_002244,0
STU_002245,2
STU_002246,4
STU_002247,0
STU_002248,1
STU_002249,4
STU_002250,1
STU_002251,3
STU_002252,0
STU_002253,2
STU_002254,2
STU_002255,0
STU_002256,4
STU_002257,4
STU_002258,3
STU_002259,3
STU_002260,2
STU_002261,3
STU_002262,3
STU_002263,2
STU_002264,4
STU_002265,0
STU_002266,1
STU_002267,4
STU_002268,1
STU_002269,3
STU_002270,0
STU_002271,1
STU_002272,3
STU_002273,1
STU_002274,0
STU_002275,2
STU_002276,4
STU_002277,3
STU_002278,2
STU_002279,0
STU_002280,0
STU_002281,0
STU_002282,4
STU_002283,2
STU_002284,1
STU_002285,3
STU_002286,0
STU_002287,0
STU_002288,3
STU_002289,0
STU_002290,1
STU_002291,3
STU_002292,1
STU_002293,0
STU_002294,3
STU_002295,2
STU_002296,2
STU_002297,3
STU_002298,4
STU_002299,4
STU_002300,1
STU_002301,4
STU_002302,2
STU_002303,0
STU_002304,4
STU_002305,4
STU_002306,2
STU_002307,3
STU_002308,2
STU_002309,3
STU_002310,4
STU_002311,3
STU_002312,2
STU_002313,3
STU_002314,2
STU_002315,2
STU_002316,0
STU_002317,4
STU_002318,0
STU_002319,4
STU_002320,4
STU_002321,3
STU_002322,4
STU_002323,1
STU_002324,0
STU_002325,1
STU_002326,0
STU_002327,0
STU_002328,0
STU_002329,2
STU_002330,3
STU_002331,2
STU_002332,0
STU_002333,0
STU_002334,3
STU_002335,1
STU_002336,1
STU_002337,1
STU_002338,2
STU_002339,1
STU_002340,2
STU_002341,2
STU_002342,4
STU_002343,2
STU_002344,3
STU_002345,1
STU_002346,4
STU_002347,3
STU_002348,1
STU_002349,3
STU_002350,0
STU_002351,0
STU_002352,0
STU_002353,1
STU_002354,0
STU_002355,2
STU_002356,1
STU_002357,0
STU_002358,3
STU_002359,0
STU_002360,3
STU_002361,2
STU_002362,0
STU_002363,3
STU_002364,0
STU_002365,1
STU_002366,2
STU_002367,1
STU_002368,2
STU_002369,3
STU_002370,3
STU_002371,0
STU_002372,0
STU_002373,3
STU_002374,1
STU_002375,4
STU_002376,3
STU_002377,4
STU_002378,0
STU_002379,1
STU_002380,0
STU_002381,0
STU_002382,2
STU_002383,0
STU_002384,4
STU_002385,0
STU_002386,3
STU_002387,1
STU_002388,1
STU_002389,0
STU_002390,4
STU_002391,3
STU_002392,0
STU_002393,2
STU_002394,4
STU_002395,1
STU_002396,1
STU_002397,3
STU_002398,4
STU_002399,0
STU_002400,3
STU_002401,2
STU_002402,1
STU_002403,0
STU_002404,4
STU_002405,2
STU_002406,1
STU_002407,1
STU_002408,0
STU_002409,3
STU_002410,0
STU_002411,1
STU_002412,0
STU_002413,3
STU_002414,0
STU_002415,1
STU_002416,1
STU_002417,1
STU_002418,4
STU_002419,2
STU_002420,3
STU_002421,3
STU_002422,3
STU_002423,2
STU_002424,1
STU_002425,4
STU_002426,3
STU_002427,3
STU_002428,4
STU_002429,3
STU_002430,2
STU_002431,3
STU_002432,1
STU_002433,2
STU_002434,4
STU_002435,0
STU_002436,0
STU_002437,3
STU_002438,1
STU_002439,3
STU_002440,1
STU_002441,4
STU_002442,0
STU_002443,3
STU_002444,1
STU_002445,2
STU_002446,3
STU_002447,3
STU_002448,2
STU_002449,1
STU_002450,3
STU_002451,0
STU_002452,0
STU_002453,3
STU_002454,0
STU_002455,4
STU_002456,1
STU_002457,3
STU_002458,2
STU_002459,2
STU_002460,2
STU_002461,2
STU_002462,2
STU_002463,0
STU_002464,4
STU_002465,0
STU_002466,0
STU_002467,1
STU_002468,1
STU_002469,4
STU_002470,1
STU_002471,4
STU_002472,2
STU_002473,0
STU_002474,3
STU_002475,2
STU_002476,2
STU_002477,2
STU_002478,2
STU_002479,1
STU_002480,4
STU_002481,0
STU_002482,2
STU_002483,1
STU_002484,2
STU_002485,1
STU_002486,0
STU_002487,3
STU_002488,2
STU_002489,2
STU_002490,2
STU_002491,3
STU_002492,0
STU_002493,4
STU_002494,3
STU_002495,2
STU_002496,2
STU_002497,2
STU_002498,4
STU_002499,4
STU_002500,1
STU_002501,1
STU_002502,1
STU_002503,0
STU_002504,2
STU_002505,2
STU_002506,2
STU_002507,0
STU_002508,0
STU_002509,1
STU_002510,0
STU_002511,1
STU_002512,2
STU_002513,3
STU_002514,0
STU_002515,0
STU_002516,1
STU_002517,0
STU_002518,4
STU_002519,4
STU_002520,0
STU_002521,1
STU_002522,3
STU_002523,1
STU_002524,0
STU_002525,2
STU_002526,3
STU_002527,2
STU_002528,2
STU_002529,4
STU_002530,3
STU_002531,2
STU_002532,3
STU_002533,2
STU_002534,4
STU_002535,1
STU_002536,2
STU_002537,3
STU_002538,3
STU_002539,0
STU_002540,2
STU_002541,3
STU_002542,4
STU_002543,3
STU_002544,1
STU_002545,1
STU_002546,1
STU_002547,4
STU_002548,0
STU_002549,1
STU_002550,3
STU_002551,3
STU_002552,1
STU_002553,2
STU_002554,3
STU_002555,3
STU_002556,0
STU_002557,4
STU_002558,0
STU_002559,2
STU_002560,2
STU_002561,4
STU_002562,0
STU_002563,1
STU_002564,3
STU_002565,4
STU_002566,2
STU_002567,0
STU_002568,4
STU_002569,3
STU_002570,1
STU_002571,2
STU_002572,4
STU_002573,0
STU_002574,2
STU_002575,1
STU_002576,0
STU_002577,4
STU_002578,1
STU_002579,3
STU_002580,4
STU_002581,4
STU_002582,1
STU_002583,1
STU_002584,2
STU_002585,0
STU_002586,0
STU_002587,4
STU_002588,0
STU_002589,3
STU_002590,0
STU_002591,0
STU_002592,2
STU_002593,4
STU_002594,4
STU_002595,3
STU_002596,4
STU_002597,1
STU_002598,1
STU_002599,4
STU_002600,2
STU_002601,2
STU_002602,0
STU_002603,4
STU_002604,3
STU_002605,3
STU_002606,1
STU_002607,2
STU_002608,3
STU_002609,1
STU_002610,2
STU_002611,1
STU_002612,2
STU_002613,0
STU_002614,0
STU_002615,0
STU_002616,2
STU_002617,1
STU_002618,2
STU_002619,0
STU_002620,4
STU_002621,0
STU_002622,2
STU_002623,0
STU_002624,4
STU_002625,1
STU_002626,4
STU_002627,4
STU_002628,3
STU_002629,1
STU_002630,0
STU_002631,0
STU_002632,1
STU_002633,1
STU_002634,4
STU_002635,4
STU_002636,0
STU_002637,4
STU_002638,3
STU_002639,0
STU_002640,3
STU_002641,4
STU_002642,1
STU_002643,2
STU_002644,4
STU_002645,2
STU_002646,3
STU_002647,0
STU_002648,0
STU_002649,0
STU_002650,3
STU_002651,1
STU_002652,4
STU_002653,3
STU_002654,2
STU_002655,2
STU_002656,3
STU_002657,2
STU_002658,2
STU_002659,2
STU_002660,4
STU_002661,3
STU_002662,4
STU_002663,2
STU_002664,2
STU_002665,1
STU_002666,0
STU_002667,4
STU_002668,4
STU_002669,3
STU_002670,0
STU_002671,0
STU_002672,4
STU_002673,4
STU_002674,4
STU_002675,3
STU_002676,2
STU_002677,3
STU_002678,1
STU_002679,1
STU_002680,1
STU_002681,1
STU_002682,0
STU_002683,1
STU_002684,1
STU_002685,4
STU_002686,2
STU_002687,4
STU_002688,2
STU_002689,3
STU_002690,4
STU_002691,1
STU_002692,3
STU_002693,4
STU_002694,0
STU_002695,2
STU_002696,4
STU_002697,0
STU_002698,2
STU_002699,3
STU_002700,2
STU_002701,2
STU_002702,1
STU_002703,3
STU_002704,0
STU_002705,0
STU_002706,2
STU_002707,1
STU_002708,3
STU_002709,1
STU_002710,2
STU_002711,1
STU_002712,2
STU_002713,1
STU_002714,4
STU_002715,2
STU_002716,0
STU_002717,0
STU_002718,2
STU_002719,3
STU_002720,3
STU_002721,2
STU_002722,3
STU_002723,4
STU_002724,3
STU_002725,4
STU_002726,3
STU_002727,2
STU_002728,1
STU_002729,1
STU_002730,1
STU_002731,4
STU_002732,4
STU_002733,1
STU_002734,2
STU_002735,3
STU_002736,3
STU_002737,1
STU_002738,1
STU_002739,1
STU_002740,2
STU_002741,4
STU_002742,4
STU_002743,2
STU_002744,3
STU_002745,3
STU_002746,4
STU_002747,1
STU_002748,3
STU_002749,3
STU_002750,1
STU_002751,3
STU_002752,2
STU_002753,1
STU_002754,2
STU_002755,3
STU_002756,0
STU_002757,1
STU_002758,1
STU_002759,0
STU_002760,3
STU_002761,4
STU_002762,1
STU_002763,4
STU_002764,0
STU_002765,1
STU_002766,2
STU_002767,0
STU_002768,2
STU_002769,1
STU_002770,1
STU_002771,0
STU_002772,3
STU_002773,3
STU_002774,1
STU_002775,1
STU_002776,1
STU_002777,1
STU_002778,2
STU_002779,3
STU_002780,2
STU_002781,3
STU_002782,4
STU_002783,2
STU_002784,0
STU_002785,0
STU_002786,3
STU_002787,0
STU_002788,3
STU_002789,1
STU_002790,4
STU_002791,2
STU_002792,2
STU_002793,1
STU_002794,4
STU_002795,1
STU_002796,3
STU_002797,4
STU_002798,2
STU_002799,0
STU_002800,2
STU_002801,3
STU_002802,1
STU_002803,1
STU_002804,0
STU_002805,4
STU_002806,0
STU_002807,3
STU_002808,2
STU_002809,1
STU_002810,3
STU_002811,0
STU_002812,1
STU_002813,2
STU_002814,0
STU_002815,2
STU_002816,3
STU_002817,4
STU_002818,3
STU_002819,4
STU_002820,1
STU_002821,4
STU_002822,4
STU_002823,2
STU_002824,2
STU_002825,4
STU_002826,0
STU_002827,4
STU_002828,1
STU_002829,0
STU_002830,1
STU_002831,1
STU_002832,0
STU_002833,1
STU_002834,2
STU_002835,0
STU_002836,3
STU_002837,2
STU_002838,2
STU_002839,1
STU_002840,1
STU_002841,2
STU_002842,2
STU_002843,1
STU_002844,1
STU_002845,0
STU_002846,1
STU_002847,2
STU_002848,1
STU_002849,2
STU_002850,3
STU_002851,1
STU_002852,0
STU_002853,4
STU_002854,3
STU_002855,2
STU_002856,1
STU_002857,4
STU_002858,2
STU_002859,1
STU_002860,2
STU_002861,2
STU_002862,1
STU_002863,2
STU_002864,3
STU_002865,2
STU_002866,1
STU_002867,4
STU_002868,4
STU_002869,0
STU_002870,2
STU_002871,1
STU_002872,0
STU_002873,3
STU_002874,0
STU_002875,0
STU_002876,4
STU_002877,2
STU_002878,2
STU_002879,0
STU_002880,3
STU_002881,0
STU_002882,4
STU_002883,2
STU_002884,3
STU_002885,0
STU_002886,1
STU_002887,3
STU_002888,4
STU_002889,3
STU_002890,1
STU_002891,1
STU_002892,0
STU_002893,4
STU_002894,1
STU_002895,2
STU_002896,2
STU_002897,4
STU_002898,2
STU_002899,1
STU_002900,1
STU_002901,2
STU_002902,1
STU_002903,0
STU_002904,1
STU_002905,3
STU_002906,0
STU_002907,1
STU_002908,4
STU_002909,0
STU_002910,4
STU_002911,3
STU_002912,2
STU_002913,2
STU_002914,1
STU_002915,3
STU_002916,3
STU_002917,2
STU_002918,0
STU_002919,1
STU_002920,2
STU_002921,4
STU_002922,4
STU_002923,1
STU_002924,0
STU_002925,1
STU_002926,0
STU_002927,0
STU_002928,4
STU_002929,3
STU_002930,3
STU_002931,4
STU_002932,1
STU_002933,1
STU_002934,4
STU_002935,4
STU_002936,1
STU_002937,1
STU_002938,2
STU_002939,4
STU_002940,0
STU_002941,2
STU_002942,3
STU_002943,4
STU_002944,2
STU_002945,4
STU_002946,1
STU_002947,0
STU_002948,0
STU_002949,1
STU_002950,2
STU_002951,4
STU_002952,2
STU_002953,4
STU_002954,1
STU_002955,4
STU_002956,0
STU_002957,0
STU_002958,4
STU_002959,3
STU_002960,1
STU_002961,1
STU_002962,4
STU_002963,3
STU_002964,3
STU_002965,1
STU_002966,4
STU_002967,0
STU_002968,2
STU_002969,3
STU_002970,4
STU_002971,4
STU_002972,2
STU_002973,1
STU_002974,0
STU_002975,0
STU_002976,3
STU_002977,0
STU_002978,0
STU_002979,3
STU_002980,1
STU_002981,1
STU_002982,0
STU_002983,0
STU_002984,4
STU_002985,3
STU_002986,2
STU_002987,0
STU_002988,3
STU_002989,2
STU_002990,2
STU_002991,4
STU_002992,2
STU_002993,0
STU_002994,3
STU_002995,2
STU_002996,4
STU_002997,2
STU_002998,0
STU_002999,3
STU_003000,2
STU_003001,2
STU_003002,0
STU_003003,4
STU_003004,3
STU_003005,3
STU_003006,4
STU_003007,4
STU_003008,4
STU_003009,2
STU_003010,2
STU_003011,2
STU_003012,3
STU_003013,2
STU_003014,3
STU_003015,2
STU_003016,1
STU_003017,0
STU_003018,1
STU_003019,2
STU_003020,1
STU_003021,4
STU_003022,1
STU_003023,0
STU_003024,2
STU_003025,1
STU_003026,4
STU_003027,1
STU_003028,1
STU_003029,0
STU_003030,0
STU_003031,4
STU_003032,0
STU_003033,2
STU_003034,4
STU_003035,1
STU_003036,1
STU_003037,2
STU_003038,3
STU_003039,0
STU_003040,3
STU_003041,0
STU_003042,1
STU_003043,4
STU_003044,1
STU_003045,1
STU_003046,1
STU_003047,1
STU_003048,3
STU_003049,3
STU_003050,3
STU_003051,0
STU_003052,2
STU_003053,0
STU_003054,3
STU_003055,3
STU_003056,2
STU_003057,3
STU_003058,1
STU_003059,2
STU_003060,0
STU_003061,2
STU_003062,2
STU_003063,0
STU_003064,3
STU_003065,3
STU_003066,1
STU_003067,2
STU_003068,2
STU_003069,4
STU_003070,2
STU_003071,3
STU_003072,3
STU_003073,3
STU_003074,4
STU_003075,2
STU_003076,1
STU_003077,1
STU_003078,2
STU_003079,0
STU_003080,4
STU_003081,1
STU_003082,0
STU_003083,3
STU_003084,1
STU_003085,3
STU_003086,2
STU_003087,3
STU_003088,4
STU_003089,2
STU_003090,1
STU_003091,3
STU_003092,0
STU_003093,2
STU_003094,1
STU_003095,0
STU_003096,1
STU_003097,2
STU_003098,3
STU_003099,4
STU_003100,3
STU_003101,0
STU_003102,2
STU_003103,3
STU_003104,4
STU_003105,4
STU_003106,3
STU_003107,2
STU_003108,0
STU_003109,0
STU_003110,3
STU_003111,2
STU_003112,1
STU_003113,2
STU_003114,1
STU_003115,0
STU_003116,3
STU_003117,1
STU_003118,2
STU_003119,3
STU_003120,3
STU_003121,1
STU_003122,1
STU_003123,1
STU_003124,0
STU_003125,2
STU_003126,0
STU_003127,4
STU_003128,4
STU_003129,1
STU_003130,0
STU_003131,4
STU_003132,0
STU_003133,4
STU_003134,1
STU_003135,1
STU_003136,2
STU_003137,4
STU_003138,1
STU_003139,3
STU_003140,0
STU_003141,0
STU_003142,4
STU_003143,3
STU_003144,0
STU_003145,1
STU_003146,3
STU_003147,2
STU_003148,4
STU_003149,3
STU_003150,2
STU_003151,1
STU_003152,0
STU_003153,1
STU_003154,4
STU_003155,0
STU_003156,0
STU_003157,1
STU_003158,1
STU_003159,4
STU_003160,0
STU_003161,2
STU_003162,3
STU_003163,1
STU_003164,2
STU_003165,2
STU_003166,3
STU_003167,0
STU_003168,3
STU_003169,2
STU_003170,4
STU_003171,4
STU_003172,1
STU_003173,0
STU_003174,2
STU_003175,0
STU_003176,1
STU_003177,3
STU_003178,1
STU_003179,1
STU_003180,3
STU_003181,4
STU_003182,2
STU_003183,4
STU_003184,2
STU_003185,3
STU_003186,2
STU_003187,4
STU_003188,4
STU_003189,2
STU_003190,0
STU_003191,3
STU_003192,2
STU_003193,4
STU_003194,2
STU_003195,3
STU_003196,1
STU_003197,2
STU_003198,1
STU_003199,1
STU_003200,0
STU_003201,2
STU_003202,3
STU_003203,1
STU_003204,2
STU_003205,0
STU_003206,0
STU_003207,3
STU_003208,3
STU_003209,0
STU_003210,0
STU_003211,3
STU_003212,0
STU_003213,4
STU_003214,4
STU_003215,1
STU_003216,4
STU_003217,4
STU_003218,1
STU_003219,4
STU_003220,3
STU_003221,2
STU_003222,3
STU_003223,0
STU_003224,4
STU_003225,3
STU_003226,3
STU_003227,2
STU_003228,2
STU_003229,1
STU_003230,4
STU_003231,2
STU_003232,4
STU_003233,0
STU_003234,0
STU_003235,1
STU_003236,0
STU_003237,1
STU_003238,0
STU_003239,1
STU_003240,4
STU_003241,2
STU_003242,1
STU_003243,2
STU_003244,0
STU_003245,0
STU_003246,4
STU_003247,2
STU_003248,4
STU_003249,0
STU_003250,4
STU_003251,0
STU_003252,0
STU_003253,4
STU_003254,3
STU_003255,0
STU_003256,2
STU_003257,3
STU_003258,0
STU_003259,0
STU_003260,1
STU_003261,0
STU_003262,4
STU_003263,1
STU_003264,2
STU_003265,4
STU_003266,2
STU_003267,1
STU_003268,3
STU_003269,3
STU_003270,1
STU_003271,3
STU_003272,0
STU_003273,2
STU_003274,1
STU_003275,0
STU_003276,2
STU_003277,4
STU_003278,0
STU_003279,1
STU_003280,3
STU_003281,1
STU_003282,3
STU_003283,4
STU_003284,1
STU_003285,4
STU_003286,0
STU_003287,3
STU_003288,0
STU_003289,0
STU_003290,3
STU_003291,3
STU_003292,1
STU_003293,2
STU_003294,3
STU_003295,3
STU_003296,1
STU_003297,1
STU_003298,4
STU_003299,4
STU_003300,1
STU_003301,4
STU_003302,0
STU_003303,2
STU_003304,4
STU_003305,4
STU_003306,4
STU_003307,1
STU_003308,3
STU_003309,4
STU_003310,4
STU_003311,3
STU_003312,2
STU_003313,3
STU_003314,2
STU_003315,0
STU_003316,2
STU_003317,2
STU_003318,0
STU_003319,0
STU_003320,4
STU_003321,2
STU_003322,0
STU_003323,0
STU_003324,4
STU_003325,4
STU_003326,3
STU_003327,0
STU_003328,1
STU_003329,0
STU_003330,3
STU_003331,0
STU_003332,0
STU_003333,2
STU_003334,0
STU_003335,2
STU_003336,0
STU_003337,2
STU_003338,2
STU_003339,3
STU_003340,3
STU_003341,4
STU_003342,4
STU_003343,4
STU_003344,2
STU_003345,1
STU_003346,1
STU_003347,2
STU_003348,1
STU_003349,4
STU_003350,1
STU_003351,2
STU_003352,3
STU_003353,2
STU_003354,4
STU_003355,0
STU_003356,0
STU_003357,1
STU_003358,0
STU_003359,0
STU_003360,3
STU_003361,4
STU_003362,3
STU_003363,0
STU_003364,2
STU_003365,0
STU_003366,1
STU_003367,4
STU_003368,2
STU_003369,0
STU_003370,3
STU_003371,2
STU_003372,2
STU_003373,4
STU_003374,3
STU_003375,2
STU_003376,2
STU_003377,4
STU_003378,1
STU_003379,1
STU_003380,4
STU_003381,4
STU_003382,1
STU_003383,1
STU_003384,4
STU_003385,3
STU_003386,1
STU_003387,1
STU_003388,1
STU_003389,0
STU_003390,0
STU_003391,2
STU_003392,1
STU_003393,2
STU_003394,4
STU_003395,0
STU_003396,4
STU_003397,3
STU_003398,2
STU_003399,1
STU_003400,3
STU_003401,4
STU_003402,1
STU_003403,0
STU_003404,0
STU_003405,1
STU_003406,3
STU_003407,1
STU_003408,2
STU_003409,3
STU_003410,2
STU_003411,3
STU_003412,3
STU_003413,1
STU_003414,2
STU_003415,0
STU_003416,0
STU_003417,2
STU_003418,0
STU_003419,4
STU_003420,3
STU_003421,1
STU_003422,0
STU_003423,0
STU_003424,0
STU_003425,1
STU_003426,0
STU_003427,3
STU_003428,1
STU_003429,4
STU_003430,2
STU_003431,1
STU_003432,4
STU_003433,3
STU_003434,4
STU_003435,0
STU_003436,3
STU_003437,2
STU_003438,3
STU_003439,2
STU_003440,1
STU_003441,0
STU_003442,3
STU_003443,2
STU_003444,3
STU_003445,4
STU_003446,2
STU_003447,1
STU_003448,4
STU_003449,3
STU_003450,1
STU_003451,4
STU_003452,2
STU_003453,2
STU_003454,3
STU_003455,0
STU_003456,3
STU_003457,3
STU_003458,2
STU_003459,1
STU_003460,4
STU_003461,1
STU_003462,1
STU_003463,0
STU_003464,1
STU_003465,4
STU_003466,3
STU_003467,2
STU_003468,2
STU_003469,3
STU_003470,1
STU_003471,3
STU_003472,3
STU_003473,4
STU_003474,0
STU_003475,1
STU_003476,3
STU_003477,2
STU_003478,2
STU_003479,1
STU_003480,2
STU_003481,3
STU_003482,1
STU_003483,2
STU_003484,0
STU_003485,3
STU_003486,1
STU_003487,1
STU_003488,0
STU_003489,2
STU_003490,0
STU_003491,0
STU_003492,4
STU_003493,3
STU_003494,3
STU_003495,2
STU_003496,1
STU_003497,2
